client_order_id,present_in_cloud,present_in_edge,pending_cloud_sync,batch_id,diagnostic_status
v41-TC07-1-4-2f34cf9a,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-4-dd62245f,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-1-4-ee144610,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-5-4573536e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-5-dbcebb76,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-1-5-fed99e35,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-6-21ba5120,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-6-66405e0c,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-6-e2d87258,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-1-7-15bbbda3,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-7-2dcf30a0,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-1-7-9200477f,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-8-3220bb57,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-8-84f8b62b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-8-ff2a2d51,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-1-9-46af2f6b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-9-833cea67,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-1-9-f7a832dc,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-1-00442695,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-1-6aa207cc,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-1-e581e752,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-10-5fcd568f,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-10-7dca3bf7,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-10-999c8b05,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-2-4a11b6d3,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-2-5ba54449,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-2-f9128e46,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-3-34fbadb4,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-3-8c2e7749,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-3-f6860b6a,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-4-705338d9,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-4-7b9f8f12,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-4-cb8cfbad,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-5-21566d4a,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-5-441dfd46,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-5-b55ca74e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-6-472c6828,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-6-9c393f81,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-6-c7a223f8,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-7-3e496857,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-7-bc8218b5,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-7-e6e0341a,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-8-41e921cf,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-8-5ea30f68,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-8-65187cc8,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-9-23c84a77,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-10-9-b672b1f1,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-10-9-ca32e640,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-1-991a45bb,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-2-1-d2b8ccbf,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-1-e1948d93,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-10-3382af47,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-10-45717c91,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-2-10-e737ada1,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-2-b0b6dfa7,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-2-d2d42e59,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-2-f8463e1e,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-2-3-121c6940,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-2-3-20465882,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-3-47f073e3,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-4-2a025044,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-2-4-c7053005,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-4-dab0e3d3,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-5-0dd43135,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-5-c81b4aaa,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-5-cc166fe7,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-2-6-44415cf5,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-6-4d5116d4,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-6-8cc1f89f,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-2-7-0cdc1284,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-2-7-2513d749,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-7-34b6de30,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-8-75ede3ad,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-8-ee9f87bc,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-8-f9f332f3,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-2-9-4f393c53,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-9-72ca79e0,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-2-9-94b42f34,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-1-42773701,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-1-553d8c2e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-1-ae5b2764,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-10-21f7a1c7,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-10-478583d3,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-10-58360b6f,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-2-0efa6038,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-2-b9b6cdae,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-2-ef48bbb4,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-3-450e150b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-3-b1c7ff34,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-3-ecbfa2be,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-4-9c3e7e03,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-4-c10a8c90,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-4-fb223253,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-5-72b185ba,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-5-945eb68a,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-5-bb1fcd40,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-6-20b04260,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-6-56049523,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-6-d20cb109,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-7-0522cda7,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-7-ca53da79,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-7-df75ac68,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-8-dee13439,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-8-e43f775b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-8-e698800c,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-3-9-723630e8,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-9-b0ebc089,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-3-9-e08de69a,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-1-2fd11276,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-1-a6292236,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-1-c068ec71,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-10-3543028e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-10-b5f3ccab,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-10-cccd0559,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-2-11990c1b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-2-9d25a7f2,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-2-d9021c37,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-3-22cedca7,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-3-31283b9e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-3-f52cbd0e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-4-32d1353d,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-4-3d65ae45,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-4-7b68b652,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-5-b2fb57b6,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-5-ba6a5946,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-5-ea9befb1,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-6-56d5e09d,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-6-85e19c10,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-6-c8448635,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-7-4b2ca2bb,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-7-91bb5477,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-7-e2d6525b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-8-36da4f8d,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-8-b60843a6,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-8-f19d0d93,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-9-7d4c876e,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-4-9-d9226d32,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-4-9-e1e8fd2f,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-1-40469854,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-1-5dd4658f,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-1-98c06928,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-10-1aec2853,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-10-3afe3375,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-10-3ec63258,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-2-77bbbfed,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-2-9a7f8c45,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-2-b4b89ace,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-3-13da3cba,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-3-15ba04fa,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-3-c7758bf4,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-4-1f8af4dc,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-4-5c338f10,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-4-e05fff01,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-5-1d644e4e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-5-79e6677d,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-5-be7f9c4b,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-6-536a5286,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-6-b0700714,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-6-e169c434,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-7-0ebc90dc,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-7-128877ec,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-7-5a83c80f,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-8-0853fe35,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-8-4bccbe0f,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-8-81d9db0b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-9-28e1ad20,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-5-9-2edcd0d4,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-5-9-85cc3871,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-1-680bafb7,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-1-698e0620,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-1-c9ff9e9e,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-10-0bb47d26,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-10-75ffb7d5,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-10-8c5f6c0b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-2-0bf8effe,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-2-83354940,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-2-aacad55d,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-3-14602e6a,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-3-ab8ddadc,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-3-dfb09ea3,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-4-467f252a,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-4-8af88fac,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-4-c05b7f34,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-5-166eb5ba,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-5-47acbcd3,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-5-576255a7,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-6-2ed09bf7,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-6-50ec7926,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-6-62ea5415,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-7-36c26d4e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-7-3d26205a,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-7-5149dd52,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-8-48ccc85f,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-8-4e779a84,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-8-7679cb50,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-9-658eccd0,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-6-9-9a56e487,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-6-9-eb59046f,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-1-4e0595b7,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-1-856869c4,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-1-ba11a523,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-10-ac853568,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-10-ace1b404,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-10-c792b72b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-2-221d029f,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-2-6797dac8,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-2-e21516cf,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-3-39875546,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-3-5a9c1f1e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-3-ac404007,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-4-25bbeeca,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-4-462a21ce,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-4-f19c9c14,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-5-4df4ab34,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-5-c91c52ba,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-5-d2c75da6,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-6-2548ffde,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-6-8a84bda7,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-6-fb37ab8b,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-7-1237b48c,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-7-63998870,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-7-e759e570,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-8-3eb473c5,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-8-3eca701e,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-8-bcbea63a,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-9-46f8e17d,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-7-9-ccafb73b,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-7-9-d2a438df,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-1-7de0d904,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-1-a6e4871d,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-1-d260cafa,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-10-52e85e92,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-10-76a85b9b,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-10-d3f1e98d,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-2-065a7fdb,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-2-9ddcf8cd,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-2-d4bfaa74,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-3-90a4c781,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-3-a9c4702e,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-3-dc6060be,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-4-259ae54b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-4-8b4f4e30,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-4-8db2fb59,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-5-902c5640,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-5-cd5173bd,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-5-dae36707,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-6-016b5d83,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-6-a7d70da0,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-6-e5fa03e2,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-7-0330827c,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-7-0bbac46d,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-7-5af9d56b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-8-55edecac,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-8-9434b6f6,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-8-b35ad792,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-9-3da91a2a,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-8-9-953188f1,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-8-9-bfa14af3,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-1-51bb9858,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-1-7acfcfe4,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-1-9d07dbda,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-9-10-2aa4f2a9,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-10-4e4db371,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-10-bd86a5d6,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-9-2-76cdd626,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-2-cd82010b,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-9-2-ea2d07b6,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-3-119598a8,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-9-3-64d2d5e0,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-3-9a469665,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-4-1dc962de,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-4-3e9bc46f,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-9-4-9b7b9bd4,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-5-63876468,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-9-5-6b574da8,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-5-ce5c295b,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
v41-TC07-9-6-6d196dec,True,True,0,TC07-batch-20260822T184151-4d9be0,matched_and_synced
v41-TC07-9-6-efcc30dd,True,False,0,TC07-batch-20260822T184151-4d9be0,cloud_only
