timestamp,version,batch_id,experiment_id,test_case_id,scenario,run_id,lifecycle_phase,total_requests,request_interval_seconds,configured_requests_per_second,achieved_requests_per_second,workload_duration_seconds,workload_level,successful_requests,failed_requests,cloud_success,edge_success,failover_enabled,expected_cloud_status,expected_edge_status,failover_transition_count,observed_failover_recovery_seconds,cloud_failure_detection_seconds,mean_total_request_latency_seconds,p95_total_request_latency_seconds,availability_percent,recovery_scope_records,rpo_related_exposure_records,pending_edge_sync_count,oldest_pending_age_seconds,recovery_completeness_percent,replica_convergence_percent,missing_from_cloud_count,duplicate_client_order_ids,pre_recovery_rpo_exposure_records,pre_recovery_pending_sync_count,post_recovery_rpo_exposure_records,cloud_record_count,edge_record_count,recovery_sync_time_seconds,records_synced_back_to_cloud,cloud_process_rss_mb,edge_process_rss_mb,cloud_cpu_percent_snapshot,edge_cpu_percent_snapshot,cloud_db_size_bytes,edge_db_size_bytes,lifecycle_transition_count,notes,scenario_display,request_success_rate_percent,edge_share_of_success_percent,configured_achieved_rate_ratio_percent,data_quality_issue
2026-08-22 18:28:16,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182655797676-run1-9061c3,TC04,complete_service_failure,1,single_scenario,30,0.2,5.0,0.382,78.431847,medium,0,30,0,0,True,failed,failed,0.0,,2.01264,2.078887,2.018277,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,7.64,
2026-08-22 18:29:26,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182816631418-run2-ad98ac,TC04,complete_service_failure,2,single_scenario,30,0.2,5.0,0.439,68.28779,medium,0,30,0,0,True,failed,failed,0.0,,2.005224,2.078453,2.018827,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,8.780000000000001,
2026-08-22 18:30:37,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182927315953-run3-b61db3,TC04,complete_service_failure,3,single_scenario,30,0.2,5.0,0.44,68.195575,medium,0,30,0,0,True,failed,failed,0.0,,2.004763,2.077177,2.016904,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,8.799999999999999,
2026-08-22 18:31:47,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183037913356-run4-df3224,TC04,complete_service_failure,4,single_scenario,30,0.2,5.0,0.44,68.192296,medium,0,30,0,0,True,failed,failed,0.0,,2.002852,2.076792,2.02065,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,8.799999999999999,
2026-08-22 18:32:58,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183148503958-run5-776244,TC04,complete_service_failure,5,single_scenario,30,0.2,5.0,0.44,68.209783,medium,0,30,0,0,True,failed,failed,0.0,,2.002688,2.077616,2.017117,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,8.799999999999999,
2026-08-22 18:34:09,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183259113814-run6-7690cd,TC04,complete_service_failure,6,single_scenario,30,0.2,5.0,0.44,68.226324,medium,0,30,0,0,True,failed,failed,0.0,,2.006152,2.078142,2.020977,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,8.799999999999999,
2026-08-22 18:35:19,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183409742043-run7-4d6668,TC04,complete_service_failure,7,single_scenario,30,0.2,5.0,0.439,68.285684,medium,0,30,0,0,True,failed,failed,0.0,,2.002738,2.079919,2.018554,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,8.780000000000001,
2026-08-22 18:36:30,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183520443440-run8-1c8d5b,TC04,complete_service_failure,8,single_scenario,30,0.2,5.0,0.44,68.197161,medium,0,30,0,0,True,failed,failed,0.0,,1.998643,2.0771,2.01994,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,8.799999999999999,
2026-08-22 18:37:41,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183631034284-run9-a35395,TC04,complete_service_failure,9,single_scenario,30,0.2,5.0,0.44,68.227483,medium,0,30,0,0,True,failed,failed,0.0,,2.005892,2.077979,2.031001,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,8.799999999999999,
2026-08-22 18:38:51,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183741671021-run10-313fd2,TC04,complete_service_failure,10,single_scenario,30,0.2,5.0,0.439,68.40665,medium,0,30,0,0,True,failed,failed,0.0,,2.012311,2.077695,2.025667,0.0,0,0,0,,,,0,0,0,0,,300,300,,,,,,,159744.0,167936.0,0,"Observed failover recovery is a technical indicator, not organisational RTO; final_state=SERVICE_UNAVAILABLE; edge_recovery_scope=0",Complete Service Failure,0.0,,8.780000000000001,
2026-08-22 18:38:58,4.1,TC02-batch-20260822T180830-a18476,TC05-20260822T183858558030-6e6453,TC05,scoped_recovery_state_check,183858,recovery_check,0,,,,,,0,0,0,0,,,,,,,,,,300,300,300,1827.744,0.0,0.0,300,0,300,300,300.0,300,300,,,,,,,159744.0,167936.0,0,Scoped to 300 accepted edge record(s) from batch TC02-batch-20260822T180830-a18476,Scoped Recovery-State Check,,,,
2026-08-22 18:41:19,4.1,TC02-batch-20260822T180830-a18476,TC06-20260822T183908529355-6de730,TC06,cloud_restoration_scoped_edge_to_cloud_sync,183908,recovery_sync,0,,,,,,0,0,0,0,,,,,,,,,,300,0,0,,100.0,100.0,0,0,300,300,0.0,600,300,130.410776,300.0,43.457,44.191,0.0,0.0,303104.0,184320.0,0,Scoped to 300 accepted edge record(s) from batch TC02-batch-20260822T180830-a18476,Scoped Cloud Recovery Sync,,,,
2026-08-22 18:42:13,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184151255278-run1-7354ec,TC07,end_to_end_recovery_lifecycle,1,normal_to_failure_to_recovery,30,0.2,5.0,1.34,22.394951,medium,30,0,20,10,True,available -> failed -> restored,available,1.0,2.329259,2.019966,0.287937,0.366695,100.0,10,10,0,,100.0,100.0,0,0,10,10,0.0,620,310,4.04296,10.0,44.75,47.66,29.5,30.7,315392.0,188416.0,5,TC07 requests_per_phase=10; final_state=NORMAL; scoped recovery metrics use only outage records accepted by edge,End-to-End Recovery Lifecycle,100.0,33.33333333333333,26.8,
2026-08-22 18:42:36,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184214183587-run2-408c2c,TC07,end_to_end_recovery_lifecycle,2,normal_to_failure_to_recovery,30,0.2,5.0,1.334,22.491257,medium,30,0,20,10,True,available -> failed -> restored,available,1.0,2.281124,2.014595,0.263595,0.219556,100.0,10,10,0,,100.0,100.0,0,0,10,10,0.0,650,320,5.096315,10.0,43.059,49.379,0.0,0.0,327680.0,192512.0,5,TC07 requests_per_phase=10; final_state=NORMAL; scoped recovery metrics use only outage records accepted by edge,End-to-End Recovery Lifecycle,100.0,33.33333333333333,26.680000000000003,
